,booking_id,booking_dt,release_dt,booking_charge_desc,booking_charge_txt,charge_release_dt,title_txt,cause_num,jurisdiction_cd,release_disposition_desc,post_flg,gender_desc,race_desc,hash_id,amer_indian_alaskan,asian_pacific_island,black,hispanic,unknown,white,female,male,place_of_birth,country_of_birth,born_in_us,time_detained,log_time_detained,admin_booking,release_to_imm,cancel_detainer,imm_hold,final_release_disp,charge_count,charge_topcount,category,type,seriousness,max_seriousness,max_charge_type,max_charge_desc,drug,other,property,public_order,sex,violent,felony,misdemeanor
473,01ad3e3622b74397388a655a53098e23b1f281a0,2016-11-26 08:23:00,2016-11-26 12:15:00,MAL MISC 3 /DV,,2016-11-26 16:00:00,"Report Criteria: 10/01/2016 to 09/30/2017, Disposition: Bail Bond",,PD1,Bail Bond,N,FEMALE,WHITE,516a1897687144b5289d2a2f4f8e1e883518d6a2,0,0,0,0,0,1,1,0,WASHINGTON,UNITED STATES OF AMERICA,True,0.16111111111111112,-1.8256610209037365,0,0,0,0,Bail Bond,0,0,gross misdemeanor,property,3.0,3.0,property,MAL MISC 3 /DV,0,0,1,0,0,0,0,1
474,01ad60e395099de149c0afe1789c0616e850f222,2016-10-29 05:45:00,2016-10-30 13:45:00,PHYSICAL CNTRL,,2016-10-30 15:00:00,"Report Criteria: 10/01/2016 to 09/30/2017, Disposition: Bail Bond",,SUP,Bail Bond,N,MALE,HISPANIC,7b85600146d95d3109930a9d596ae3e90ed07774,0,0,0,1,0,0,0,1,EL SALVADOR,EL SALVADOR,False,1.3333333333333333,0.28768207245178085,0,0,0,0,Bail Bond,0,0,gross misdemeanor,public_order,3.0,4.0,drug,UPCS,1,0,0,0,0,0,1,0
475,01ad60e395099de149c0afe1789c0616e850f222,2016-10-29 05:45:00,2016-10-30 13:45:00,UPCS,,2016-10-30 15:00:00,"Report Criteria: 10/01/2016 to 09/30/2017, Disposition: Bail Bond",,SUP,Bail Bond,N,MALE,HISPANIC,8492294111afa8c82003e6ba5943ae2d94278453,0,0,0,1,0,0,0,1,EL SALVADOR,EL SALVADOR,False,1.3333333333333333,0.28768207245178085,0,0,0,0,Bail Bond,0,0,class C felony,drug,4.0,4.0,drug,UPCS,1,0,0,0,0,0,1,0
479,01aedf5c87b09438d7fd65462cf03128f93c5ec3,2017-08-13 00:31:00,2017-08-14 18:45:00,POSSESS STOLEN VEHICLE,,2017-08-14 22:00:00,"Report Criteria: 10/01/2016 to 09/30/2017, Disposition: NCF Final",,SUP,NCF Final,N,MALE,BLACK,ffd34b8c9a19cf407bfe97be30103c78dabb6b67,0,0,1,0,0,0,0,1,WASHINGTON,UNITED STATES OF AMERICA,True,1.7597222222222222,0.5651559683110381,0,0,0,0,NCF Final,0,0,class B felony,property,5.0,5.0,property,POSSESS STOLEN VEHICLE,0,0,1,0,0,0,1,0
480,01aedf5c87b09438d7fd65462cf03128f93c5ec3,2017-08-13 00:31:00,2017-08-14 18:45:00,UPCS,,2017-08-14 22:00:00,"Report Criteria: 10/01/2016 to 09/30/2017, Disposition: NCF Final",,SUP,NCF Final,N,MALE,BLACK,70e102a320c46312cf164fac3ac4c13be788d0c4,0,0,1,0,0,0,0,1,WASHINGTON,UNITED STATES OF AMERICA,True,1.7597222222222222,0.5651559683110381,0,0,0,0,NCF Final,0,0,class C felony,drug,4.0,5.0,property,POSSESS STOLEN VEHICLE,0,0,1,0,0,0,1,0
498,01bb24d24ae52c760945d3f73c25b4c3e0fbb695,2017-05-11 21:38:00,2017-05-12 13:35:00,ASSAULT 4 /DV,,2017-05-12 15:00:00,"Report Criteria: 10/01/2016 to 09/30/2017, Disposition: No Charges Filed",,PD1,No Charges Filed,N,MALE,WHITE,ea6bc5fb80f40f3500821179a8408b06116a9cc5,0,0,0,0,0,1,0,1,OHIO,UNITED STATES OF AMERICA,True,0.6645833333333333,-0.4085950011170921,0,0,0,0,No Charges Filed,0,0,class C felony,violent,4.0,4.0,violent,ASSAULT 4 /DV,0,0,0,0,0,1,1,0
539,01e53d3835ef43fb66ee892f3b6fc0d82cf5e928,2018-04-07 20:19:00,2018-04-08 16:55:00,INTIM W/ A WEAPON,,2018-04-08 22:00:00,"Report Criteria: 10/01/2017 to 07/31/2018, Disposition: Bail Bond",,PD1,Bail Bond,N,MALE,WHITE,85a24dd304e89df079f57eb3fbf43a6bbfb4f501,0,0,0,0,0,1,0,1,VIRGINIA,UNITED STATES OF AMERICA,True,0.8583333333333333,-0.15276275455241028,0,0,0,0,Bail Bond,0,0,gross misdemeanor,violent,3.0,3.0,violent,INTIM W/ A WEAPON,0,0,0,0,0,1,0,1
549,01f46744eb4e4495343c80d88ccf2bf0d18c57c4,2018-01-01 06:00:00,2018-01-01 10:45:00,CRIM ASLT /DV,,2018-01-01 12:00:00,"Report Criteria: 10/01/2017 to 07/31/2018, Disposition: Cash Bail",,TACM,Cash Bail,N,FEMALE,WHITE,0fe95aab08f3089a9f1c3f58c995f7399909c80d,0,0,0,0,0,1,1,0,TEXAS,UNITED STATES OF AMERICA,True,0.19791666666666666,-1.6199092123013958,0,0,0,0,Cash Bail,0,0,class C felony,violent,4.0,4.0,violent,CRIM ASLT /DV,0,0,0,0,0,1,1,0
557,01fc3cd066c052d7781889570dd3ab4ee252bd84,2017-03-24 11:50:00,2017-03-26 20:40:00,RES BURGLARY,ATT,2017-03-26 21:00:00,"Report Criteria: 10/01/2016 to 09/30/2017, Disposition: Bail Bond",,SUP,Bail Bond,N,MALE,WHITE,1673319f157baff01ae07f46435d80d0ab7aea7b,0,0,0,0,0,1,0,1,MONTANA,UNITED STATES OF AMERICA,True,2.368055555555556,0.8620691777075161,0,0,0,0,Bail Bond,0,0,class B felony,property,5.0,5.0,property,RES BURGLARY,0,0,1,0,0,0,1,0
578,020c60d9002638d835d09a85ffd234c04f6521a1,2018-03-03 20:41:00,2018-03-05 18:57:00,UPCS,,2018-03-05 22:00:00,"Report Criteria: 10/01/2017 to 07/31/2018, Disposition: NCF Final",,SUP,NCF Final,N,MALE,ASIAN/PACIFIC ISLAND,01951c634ce4078dde6522ad525b00e4f0d5936f,0,1,0,0,0,0,0,1,JAPAN,JAPAN,False,1.9277777777777776,0.6563679290566489,0,0,0,0,NCF Final,0,0,class C felony,drug,4.0,4.0,drug,UPCS,1,0,0,0,0,0,1,0
666,024e7c8ad6f428906ed8a1f65725665106484cbc,2017-08-01 01:32:00,2017-08-01 02:32:00,CRIM TRESP,1ST,2017-08-01 05:00:00,"Report Criteria: 10/01/2016 to 09/30/2017, Disposition: SIP",,TACM,SIP,N,FEMALE,WHITE,64fc083c00ad3f08be47205d2657a12f18e76b84,0,0,0,0,0,1,1,0,WASHINGTON,UNITED STATES OF AMERICA,True,0.04166666666666666,-3.1780538303479458,0,0,0,0,SIP,0,0,gross misdemeanor,property,3.0,3.0,property,CRIM TRESP,0,0,1,0,0,0,0,1
692,025dd0289b95243f13fbfec524274a469c6dd6c6,2016-11-29 04:14:00,2016-12-01 05:00:00,UPCS,,2016-12-01 05:00:00,"Report Criteria: 10/01/2016 to 09/30/2017, Disposition: NCF, Pending Inv",,SUP,"NCF, Pending Inv",N,MALE,WHITE,4ec2317455269abec6ac76a5654988f37e877f47,0,0,0,0,0,1,0,1,WASHINGTON,UNITED STATES OF AMERICA,True,2.031944444444445,0.7089931890100234,0,0,0,0,"NCF, Pending Inv",0,0,class C felony,drug,4.0,4.0,drug,UPCS,1,0,0,0,0,0,1,0
693,025dd0289b95243f13fbfec524274a469c6dd6c6,2016-11-29 04:14:00,2016-12-01 05:00:00,DWLS/DWLR,,2016-11-30 22:00:00,"Report Criteria: 10/01/2016 to 09/30/2017, Disposition: NCF, Pending Inv",,SUP,"NCF, Pending Inv",N,MALE,WHITE,72165e17270e499a525f068902ea2da4b4adc67b,0,0,0,0,0,1,0,1,WASHINGTON,UNITED STATES OF AMERICA,True,2.031944444444445,0.7089931890100234,0,0,0,0,"NCF, Pending Inv",0,0,misdemeanor,public_order,2.0,4.0,drug,UPCS,1,0,0,0,0,0,1,0
694,025dd0289b95243f13fbfec524274a469c6dd6c6,2016-11-29 04:14:00,2016-12-01 05:00:00,DRUG PARA,,2016-11-30 22:00:00,"Report Criteria: 10/01/2016 to 09/30/2017, Disposition: NCF, Pending Inv",,SUP,"NCF, Pending Inv",N,MALE,WHITE,90b6b015876ba5eec4410fb2586a76fd904d6441,0,0,0,0,0,1,0,1,WASHINGTON,UNITED STATES OF AMERICA,True,2.031944444444445,0.7089931890100234,0,0,0,0,"NCF, Pending Inv",0,0,misdemeanor,drug,2.0,4.0,drug,UPCS,1,0,0,0,0,0,1,0
752,028f2cd932ac60b000e3a40ada1235c198f78de3,2016-12-01 15:44:00,2016-12-01 20:31:00,IND COND/EXPOS,,2016-12-01 22:00:00,"Report Criteria: 10/01/2016 to 09/30/2017, Disposition: Bail Bond",,PD1,Bail Bond,N,MALE,WHITE,73da4528155a25fb06c804a3a7390df4e55374fb,0,0,0,0,0,1,0,1,CONNECTICUT,UNITED STATES OF AMERICA,True,0.1993055555555556,-1.6129161768104252,0,0,0,0,Bail Bond,0,0,misdemeanor,sex,2.0,2.0,sex,IND COND/EXPOS,0,0,0,0,1,0,0,1
753,02915c8d031ec6af67cfcacdbb669d2986e41783,2017-05-26 12:10:00,2017-05-26 12:45:00,CRIM TRESP,,2017-05-26 12:45:00,"Report Criteria: 10/01/2016 to 09/30/2017, Disposition: SIP",,TACM,SIP,N,MALE,BLACK,c35b9e2609f7d7fe12dc1109ded43a1a73617261,0,0,1,0,0,0,0,1,MARYLAND,UNITED STATES OF AMERICA,True,0.02430555555555556,-3.7170503310806327,0,0,0,0,SIP,0,0,gross misdemeanor,property,3.0,3.0,property,CRIM TRESP,0,0,1,0,0,0,0,1
764,029f178142034927231f1fcaacf4b9c7764cb7e3,2018-01-07 00:33:00,2018-01-08 13:11:00,ASSAULT 4 /DV,,2018-01-08 21:00:00,"Report Criteria: 10/01/2017 to 07/31/2018, Disposition: NCF Final",,PD1,NCF Final,N,MALE,WHITE,4fc8000e7f24b5cdd4612e209633f18aca1e5be0,0,0,0,0,0,1,0,1,WASHINGTON,UNITED STATES OF AMERICA,True,1.5263888888888888,0.4229047423935203,0,0,0,0,NCF Final,0,0,class C felony,violent,4.0,4.0,violent,ASSAULT 4 /DV,0,0,0,0,0,1,1,0
806,02bebafdd6cf6a877b68ac21ed5482559a44b700,2018-07-13 03:54:00,2018-07-13 14:20:00,THREAT BODILY INJ/DV,,2018-07-13 18:00:00,"Report Criteria: 10/01/2017 to 07/31/2018, Disposition: Cash Bail",,TACM,Cash Bail,N,MALE,ASIAN/PACIFIC ISLAND,ed050c52d68c9c3823947ceda4d25c8a300188cd,0,1,0,0,0,0,0,1,AMERICAN SAMOA,UNITED STATES OF AMERICA,True,0.43472222222222223,-0.8330480214699477,0,0,0,0,Cash Bail,0,0,gross misdemeanor,violent,3.0,3.0,violent,THREAT BODILY INJ/DV,0,0,0,0,0,1,0,1
830,02c2d668e6e4780947dd9a4842b4ba5594a62a04,2018-05-12 15:20:00,2018-05-12 15:57:00,PUB DIST-VEH SND SYS,,2018-05-12 15:57:00,"Report Criteria: 10/01/2017 to 07/31/2018, Disposition: SIP",,TACM,SIP,N,MALE,WHITE,dedb0b34d323c5d948c1f72bd03ee0fcfbfc3a82,0,0,0,0,0,1,0,1,WASHINGTON,UNITED STATES OF AMERICA,True,0.025694444444444443,-3.661480479925822,0,0,0,0,SIP,0,0,misdemeanor,public_order,2.0,2.0,public_order,PUB DIST-VEH SND SYS,0,0,0,1,0,0,0,1
834,02c4cfc7c50f908b5d93d47dc9247988b9db2929,2018-03-13 05:26:00,2018-03-14 18:03:00,IDENT THFT 2,,2018-03-14 21:00:00,"Report Criteria: 10/01/2017 to 07/31/2018, Disposition: NCF, Pending Inv",,SUP,"NCF, Pending Inv",N,FEMALE,WHITE,9d085e4a9c0e2433a8253912941807e45be857a0,0,0,0,0,0,1,1,0,CALIFORNIA,UNITED STATES OF AMERICA,True,1.5256944444444445,0.422449679814564,0,0,0,0,"NCF, Pending Inv",0,0,class C felony,public_order,4.0,4.0,public_order,FORGERY,0,0,0,1,0,0,1,0
835,02c4cfc7c50f908b5d93d47dc9247988b9db2929,2018-03-13 05:26:00,2018-03-14 18:03:00,POSS ANOTHER'S ID,,2018-03-14 21:00:00,"Report Criteria: 10/01/2017 to 07/31/2018, Disposition: NCF, Pending Inv",,SUP,"NCF, Pending Inv",N,FEMALE,WHITE,58e9e48e7b7919b8e573bb337c7936993124e0fa,0,0,0,0,0,1,1,0,CALIFORNIA,UNITED STATES OF AMERICA,True,1.5256944444444445,0.422449679814564,0,0,0,0,"NCF, Pending Inv",0,0,gross misdemeanor,public_order,3.0,4.0,public_order,FORGERY,0,0,0,1,0,0,1,0
836,02c68ddbebce054b7c1bff31ac17f8e2f2c64826,2018-06-01 08:53:00,2018-06-28 13:15:00,NVOL,,2018-06-05 21:00:00,"Report Criteria: 10/01/2017 to 07/31/2018, Disposition: Court Order",1ZP826509,PD1,Court Order,N,FEMALE,WHITE,001b8014fdc16f4bb230b2377e964ca99dfc680c,0,0,0,0,0,1,1,0,WASHINGTON,UNITED STATES OF AMERICA,True,27.181944444444447,3.302552945694868,0,0,0,0,Bail Bond,6,6,misdemeanor,public_order,2.0,6.0,property,BURGLARY 1,0,0,1,0,0,0,1,0
854,02d21dee75db2969943028949fe5435b776861da,2017-02-12 03:24:00,2017-02-13 19:19:00,POSSESS STOLEN VEHICLE,DV,2017-02-13 22:00:00,"Report Criteria: 10/01/2016 to 09/30/2017, Disposition: NCF Final",,SUP,NCF Final,N,FEMALE,BLACK,e1d4439c0c5941810c606fe05cc4c4b74df899e0,0,0,1,0,0,0,1,0,WASHINGTON,UNITED STATES OF AMERICA,True,1.6631944444444444,0.5087401172749693,0,0,0,0,NCF Final,0,0,class B felony,property,5.0,5.0,property,POSSESS STOLEN VEHICLE,0,0,1,0,0,0,1,0
855,02d21dee75db2969943028949fe5435b776861da,2017-02-12 03:24:00,2017-02-13 19:19:00,CRIM ASLT /DV,,2017-02-13 22:00:00,"Report Criteria: 10/01/2016 to 09/30/2017, Disposition: NCF Final",,SUP,NCF Final,N,FEMALE,BLACK,3b4f47278cf7220b04614db8f75e0a8331ce0f0b,0,0,1,0,0,0,1,0,WASHINGTON,UNITED STATES OF AMERICA,True,1.6631944444444444,0.5087401172749693,0,0,0,0,NCF Final,0,0,class C felony,violent,4.0,5.0,property,POSSESS STOLEN VEHICLE,0,0,1,0,0,0,1,0
856,02d4fd5ad5e398a35817fd81c7841afae302901f,2017-03-15 18:52:00,2017-03-20 18:45:00,"FEL HARASS-DV, DV-THREATS/DEATH THRT",,2017-03-20 22:00:00,"Report Criteria: 10/01/2016 to 09/30/2017, Disposition: NCF Dist",,SUP,NCF Dist,N,MALE,WHITE,2b4575f0c766e6ab63fbe4bad45fff102d7da229,0,0,0,0,0,1,0,1,WASHINGTON,UNITED STATES OF AMERICA,True,4.995138888888889,1.60846521729731,0,0,0,0,NCF Dist,0,0,class C felony,violent,4.0,4.0,violent,"FEL HARASS-DV, DV-THREATS/DEATH THRT",0,0,0,0,0,1,1,0
857,02d4fd5ad5e398a35817fd81c7841afae302901f,2017-03-15 18:52:00,2017-03-20 18:45:00,UNL POSS FIREARM 2,,2017-03-20 22:00:00,"Report Criteria: 10/01/2016 to 09/30/2017, Disposition: NCF Final",,SUP,NCF Final,N,MALE,WHITE,4d9558da60f453a7970b6fbfd4fba863d8c73ebc,0,0,0,0,0,1,0,1,WASHINGTON,UNITED STATES OF AMERICA,True,4.995138888888889,1.60846521729731,0,0,0,0,NCF Dist,0,0,class C felony,public_order,4.0,4.0,violent,"FEL HARASS-DV, DV-THREATS/DEATH THRT",0,0,0,0,0,1,1,0
858,02d6db700fea116711cc426fbb1d7762a65992f2,2016-11-16 17:58:00,2016-11-18 20:52:00,ASLT 2 -DV,,2016-11-17 22:00:00,"Report Criteria: 10/01/2016 to 09/30/2017, Disposition: NCF TacM",,SUP,NCF TacM,N,MALE,WHITE,1f2e2182bc8befc824e55ce0d5f0b5eea911f0a3,0,0,0,0,0,1,0,1,WASHINGTON,UNITED STATES OF AMERICA,True,2.120833333333333,0.7518090932085313,0,0,0,0,Police Department,3,3,class B felony,violent,5.0,5.0,violent,ASLT 2 -DV,0,0,0,0,0,1,1,0
881,02eec89da9eafd0c5ed9c970a7837e80f40fa885,2017-05-30 17:44:00,2017-05-30 18:13:00,POSSESSION OF DANGEROUS WEAPON,,2017-05-30 19:30:00,"Report Criteria: 10/01/2016 to 09/30/2017, Disposition: SIP",,TACM,SIP,N,MALE,BLACK,aa44b222d3a1efb8a638536fc5d6a98d351612c2,0,0,1,0,0,0,0,1,NEW YORK,UNITED STATES OF AMERICA,True,0.02013888888888889,-3.9051025625835716,0,0,0,0,SIP,0,0,gross misdemeanor,public_order,3.0,3.0,public_order,POSSESSION OF DANGEROUS WEAPON,0,0,0,1,0,0,0,1
882,02ef0305586d50e5982f11021a064000741a530e,2016-10-17 11:34:00,2016-10-18 18:52:00,ASLT 2 -DV,,2016-10-18 21:00:00,"Report Criteria: 10/01/2016 to 09/30/2017, Disposition: NCF Final",,SUP,NCF Final,N,FEMALE,WHITE,0daa89ac3206e3b5438fa290323f67b2c311d6d5,0,0,0,0,0,1,1,0,OKLAHOMA,UNITED STATES OF AMERICA,True,1.3041666666666667,0.26556426719816195,0,0,0,0,NCF Final,0,0,class B felony,violent,5.0,5.0,violent,ASLT 2 -DV,0,0,0,0,0,1,1,0
883,02f41d331c68bc8a420d2257be9a2b1fe3aa09df,2017-12-23 09:52:00,2017-12-26 17:45:00,THEFT OF MV,,2017-12-26 22:00:00,"Report Criteria: 10/01/2017 to 07/31/2018, Disposition: PR",17-1-04876-5,SUP,PR,N,MALE,ASIAN/PACIFIC ISLAND,695a2839cb88cdf322ae828f66665993cfd154e9,0,1,0,0,0,0,0,1,GUAM,UNITED STATES OF AMERICA,True,3.3284722222222216,1.2025134065895848,0,0,0,0,PR,1,1,class B felony,property,5.0,5.0,property,THEFT OF MV,0,0,1,0,0,0,1,0
912,0312a182305c7d2e3bcd09f275da8f358cd7af35,2017-09-30 02:04:00,2017-10-02 20:05:00,DRUG PARA,,2017-10-02 20:00:00,"Report Criteria: 10/01/2017 to 07/31/2018, Disposition: NCF, Pending Inv",,SUP,"NCF, Pending Inv",N,MALE,HISPANIC,936c759c4eee65b477c50040d1df3352ee4da79b,0,0,0,1,0,0,0,1,,,False,2.750694444444445,1.0118534050518704,0,0,0,0,"NCF, Pending Inv",0,0,misdemeanor,drug,2.0,5.0,property,POSSESS STOLEN VEHICLE,0,0,1,0,0,0,1,0
913,0312a182305c7d2e3bcd09f275da8f358cd7af35,2017-09-30 02:04:00,2017-10-02 20:05:00,DWLS/DWLR,,2017-10-02 20:00:00,"Report Criteria: 10/01/2017 to 07/31/2018, Disposition: NCF, Pending Inv",,SUP,"NCF, Pending Inv",N,MALE,HISPANIC,69c1fa0db3190c1aea18327333d9267582c34efc,0,0,0,1,0,0,0,1,,,False,2.750694444444445,1.0118534050518704,0,0,0,0,"NCF, Pending Inv",0,0,misdemeanor,public_order,2.0,5.0,property,POSSESS STOLEN VEHICLE,0,0,1,0,0,0,1,0
914,0312a182305c7d2e3bcd09f275da8f358cd7af35,2017-09-30 02:04:00,2017-10-02 20:05:00,POSSESS STOLEN VEHICLE,,2017-10-02 20:00:00,"Report Criteria: 10/01/2017 to 07/31/2018, Disposition: Police Department",,SUP,Police Department,N,MALE,HISPANIC,2dd6e30daf3302f6511e5e4f5e56787663d1ba06,0,0,0,1,0,0,0,1,,,False,2.750694444444445,1.0118534050518704,0,0,0,0,"NCF, Pending Inv",0,0,class B felony,property,5.0,5.0,property,POSSESS STOLEN VEHICLE,0,0,1,0,0,0,1,0
915,031306be87f20e9754c49ac6beab4a7a85c54202,2017-04-11 17:59:00,2017-05-22 19:25:00,FEL DV CRT ORD VIO,,2017-05-22 22:00:00,"Report Criteria: 10/01/2016 to 09/30/2017, Disposition: Credit for Time Served",17-1-01436-4,SUP,Credit for Time Served,N,MALE,BLACK,c4c3f6dc174f7ee1afa83f563b2e6a2122be3e38,0,0,1,0,0,0,0,1,FLORIDA,UNITED STATES OF AMERICA,True,41.05972222222222,3.715027646400398,0,0,0,0,Credit for Time Served,1,1,class C felony,violent,4.0,4.0,violent,FEL DV CRT ORD VIO,0,0,0,0,0,1,1,0
924,03183d41dc075bc2dd4ee9e8051788894a2b8b90,2017-08-04 05:13:00,2017-08-30 17:45:00,THEFT 2,,2017-08-30 22:00:00,"Report Criteria: 10/01/2016 to 09/30/2017, Disposition: Credit for Time Served",16-1-02536-8,SUP,Credit for Time Served,N,MALE,WHITE,7ee30fc90afa93f869a5577dbe829906dde63747,0,0,0,0,0,1,0,1,ILLINOIS,UNITED STATES OF AMERICA,True,26.52222222222223,3.277982956008565,0,0,0,0,Credit for Time Served,2,2,class C felony,property,4.0,4.0,property,THEFT 2,0,0,1,0,0,0,1,0
938,0328793c210af6aef9a41fd842f24e73c18654d7,2016-12-22 23:45:00,2016-12-28 11:15:00,THEFT 3,,2016-12-28 11:00:00,"Report Criteria: 10/01/2016 to 09/30/2017, Disposition: Mini-Chain",5Z0692556,FEDM,Mini-Chain,N,FEMALE,BLACK,4337e2463519b67e5c9263abbd524d80375be951,0,0,1,0,0,0,1,0,WASHINGTON,UNITED STATES OF AMERICA,True,5.479166666666668,1.7009530212698736,0,0,0,0,Mini-Chain,1,1,gross misdemeanor,property,3.0,5.0,property,POSSESS STOLEN VEHICLE,0,0,1,0,0,0,1,0
958,0337cedfdaa11e82f4e435ef29395e4516b5247c,2017-05-31 09:32:00,2018-03-15 08:00:00,THEFT 1,,2018-03-15 08:00:00,"Report Criteria: 10/01/2017 to 07/31/2018, Disposition: WSI Chain",17-1-02793-8,SUP,WSI Chain,N,MALE,WHITE,c7bd2609cf44f7417944cf2ed569bc4906792103,0,0,0,0,0,1,0,1,WASHINGTON,UNITED STATES OF AMERICA,True,287.9361111111112,5.662738619106856,0,0,0,0,WSI Chain,6,6,class B felony,property,5.0,5.0,property,THEFT 1,0,0,1,0,0,0,1,0
959,0337cedfdaa11e82f4e435ef29395e4516b5247c,2017-05-31 09:32:00,2018-03-15 08:00:00,BURGLARY 2,,2018-03-15 08:00:00,"Report Criteria: 10/01/2017 to 07/31/2018, Disposition: WSI Chain",17-1-01489-5,SUP,WSI Chain,N,MALE,WHITE,1c066f644aed02f8f5e8fd12341235559b4d10f7,0,0,0,0,0,1,0,1,WASHINGTON,UNITED STATES OF AMERICA,True,287.9361111111112,5.662738619106856,0,0,0,0,WSI Chain,6,6,class B felony,property,5.0,5.0,property,THEFT 1,0,0,1,0,0,0,1,0
985,034909fe84251256ce1523c9b8b13965e81d910f,2017-12-26 13:14:00,2018-02-12 10:00:00,ASLT 1,,2018-02-12 10:00:00,"Report Criteria: 10/01/2017 to 07/31/2018, Disposition: PDC",17-1-04890-1,SUP,PDC,N,MALE,BLACK,935f009ddadce4c45bfa4af0d3b254353b0f5aae,0,0,1,0,0,0,0,1,WASHINGTON,UNITED STATES OF AMERICA,True,47.86527777777778,3.868390351740461,0,0,0,0,PDC,1,1,class A felony,violent,6.0,6.0,violent,ASLT 1,0,0,0,0,0,1,1,0
989,034dff1afa9b76283b61c22a5c02d9a194b7324c,2018-03-07 21:36:00,2018-03-08 13:05:00,UNL TRANSIT COND,,2018-03-08 18:00:00,"Report Criteria: 10/01/2017 to 07/31/2018, Disposition: NCF, Pending Inv",,PD1,"NCF, Pending Inv",N,MALE,BLACK,ebf6909b5135bcdd52ad1e69693543839250b685,0,0,1,0,0,0,0,1,MARYLAND,UNITED STATES OF AMERICA,True,0.6451388888888889,-0.4382896537562077,0,0,0,0,"NCF, Pending Inv",0,0,misdemeanor,public_order,2.0,3.0,public_order,OBSTR PO,0,0,0,1,0,0,0,1
990,034dff1afa9b76283b61c22a5c02d9a194b7324c,2018-03-07 21:36:00,2018-03-08 13:05:00,RESIST ARR,,2018-03-08 18:00:00,"Report Criteria: 10/01/2017 to 07/31/2018, Disposition: NCF, Pending Inv",,PD1,"NCF, Pending Inv",N,MALE,BLACK,627fda4791107d195bde5c8819130ae11f072afc,0,0,1,0,0,0,0,1,MARYLAND,UNITED STATES OF AMERICA,True,0.6451388888888889,-0.4382896537562077,0,0,0,0,"NCF, Pending Inv",0,0,misdemeanor,public_order,2.0,3.0,public_order,OBSTR PO,0,0,0,1,0,0,0,1
991,034fe6a325acb08d70782b4b932946c0472e6809,2018-04-12 18:43:00,2018-04-13 12:45:00,CRIM ASLT /DV,,2018-04-13 18:00:00,"Report Criteria: 10/01/2017 to 07/31/2018, Disposition: NCF Final",,TACM,NCF Final,N,MALE,BLACK,999d4122e92895fc03d71e3901c9d0a153e83f45,0,0,1,0,0,0,0,1,WASHINGTON,UNITED STATES OF AMERICA,True,0.7513888888888889,-0.2858319331636195,0,0,0,0,NCF Final,0,0,class C felony,violent,4.0,4.0,violent,CRIM ASLT /DV,0,0,0,0,0,1,1,0
992,0354ae457f8dc59c32c9af5ba93e408f1844ec38,2016-10-28 09:34:00,2017-03-24 21:00:00,CRIM MISTREAT 2,,2017-03-24 20:30:00,"Report Criteria: 10/01/2016 to 09/30/2017, Disposition: Bail Bond",16-1-03559-2,SUP,Bail Bond,N,FEMALE,WHITE,2658f377e33c5bcf2f6a72133c1b7d29d47e79f7,0,0,0,0,0,1,1,0,WASHINGTON,UNITED STATES OF AMERICA,True,147.47638888888892,4.993668087636885,0,0,0,0,PDC,3,3,class C felony,violent,4.0,5.0,violent,ASLT CHILD 2ND,0,0,0,0,0,1,1,0
993,0354ae457f8dc59c32c9af5ba93e408f1844ec38,2016-10-28 09:34:00,2017-03-24 21:00:00,VIOL DISTRUB CS TO MINOR UNDER 18,,2017-03-24 21:00:00,"Report Criteria: 10/01/2016 to 09/30/2017, Disposition: PDC",16-1-03559-2,SUP,PDC,N,FEMALE,WHITE,5ba47c165ab4db6d1ae7235d51bcabe90a3c9cad,0,0,0,0,0,1,1,0,WASHINGTON,UNITED STATES OF AMERICA,True,147.47638888888892,4.993668087636885,0,0,0,0,PDC,3,3,class C felony,public_order,4.0,5.0,violent,ASLT CHILD 2ND,0,0,0,0,0,1,1,0
1008,0367bfc418f2482a6febbd8e586e414e3e2fa26a,2018-06-10 02:26:00,2018-06-11 16:00:00,ASLT/DV,,2018-06-11 21:00:00,"Report Criteria: 10/01/2017 to 07/31/2018, Disposition: Court Order",18U000139,UPM,Court Order,N,MALE,WHITE,d7efae4fae1a56ea3f94b2c93aa6a449480dbedc,0,0,0,0,0,1,0,1,WASHINGTON,UNITED STATES OF AMERICA,True,1.5652777777777778,0.4480633020296753,0,0,0,0,Court Order,1,1,class C felony,violent,4.0,4.0,violent,ASLT/DV,0,0,0,0,0,1,1,0
1046,038347377900462f31d179f304f7c5958ff1691f,2016-03-07 10:05:00,2017-03-30 08:15:00,VIOL DISTRUB CS TO MINOR UNDER 18,,2017-03-28 20:00:00,"Report Criteria: 10/01/2016 to 09/30/2017, Disposition: Dismissed",15-1-03369-9,SUP,Dismissed,N,MALE,BLACK,c8d10ab6d1160c6275c39815ef42f89db6d54f78,0,0,1,0,0,0,0,1,ILLINOIS,UNITED STATES OF AMERICA,True,387.92361111111114,5.960808441660531,0,0,0,0,WSI Chain,4,4,class C felony,public_order,4.0,6.0,violent,HUMAN TRAFFICKING 1,0,0,0,0,0,1,1,0
